Diagnosed Diabetes; Male (Gender); Adults Aged 20+ Years; Crude Percentage; U.S. Counties; 2019
Data downloaded on 24-October-2023
County,State,CountyFIPS,Percentage,Lower Limit, Upper Limit
Bedford City,Virginia,51515,No Data,No Data,No Data
Shannon County,South Dakota,46113,No Data,No Data,No Data
Warren County,New Jersey,34041,No Data,No Data,No Data
Union County,New Jersey,34039,No Data,No Data,No Data
Sussex County,New Jersey,34037,No Data,No Data,No Data
Somerset County,New Jersey,34035,No Data,No Data,No Data
Salem County,New Jersey,34033,No Data,No Data,No Data
Passaic County,New Jersey,34031,No Data,No Data,No Data
Ocean County,New Jersey,34029,No Data,No Data,No Data
Morris County,New Jersey,34027,No Data,No Data,No Data
Monmouth County,New Jersey,34025,No Data,No Data,No Data
Middlesex County,New Jersey,34023,No Data,No Data,No Data
Mercer County,New Jersey,34021,No Data,No Data,No Data
Hunterdon County,New Jersey,34019,No Data,No Data,No Data
Hudson County,New Jersey,34017,No Data,No Data,No Data
Gloucester County,New Jersey,34015,No Data,No Data,No Data
Essex County,New Jersey,34013,No Data,No Data,No Data
Cumberland County,New Jersey,34011,No Data,No Data,No Data
Cape May County,New Jersey,34009,No Data,No Data,No Data
Camden County,New Jersey,34007,No Data,No Data,No Data
Burlington County,New Jersey,34005,No Data,No Data,No Data
Bergen County,New Jersey,34003,No Data,No Data,No Data
Atlantic County,New Jersey,34001,No Data,No Data,No Data
Wrangell-Petersburg Census Area,Alaska,02280,No Data,No Data,No Data
Wade Hampton Census Area,Alaska,02270,No Data,No Data,No Data
Skagway-Hoonah-Angoon,Alaska,02232,No Data,No Data,No Data
Prince of Wales - Outer Ketchikan,Alaska,02201,No Data,No Data,No Data
Gallatin County,Montana,30031,4.1,2.9,5.5
Chattahoochee County,Georgia,13053,4.5,2.9,7.1
Teton County,Wyoming,56039,4.9,3.4,6.9
Madison County,Idaho,16065,5.3,3.8,7.2
Riley County,Kansas,20161,5.4,4,6.9
Larimer County,Colorado,08069,5.8,4.5,7.2
Arlington County,Virginia,51013,5.8,4.2,7.5
Missoula County,Montana,30063,5.9,4.5,7.5
Utah County,Utah,49049,5.9,5.2,6.8
Boulder County,Colorado,08013,6.1,4.9,7.5
Denver County,Colorado,08031,6.1,5.1,7.1
Jefferson County,Colorado,08059,6.1,5,7.2
Summit County,Colorado,08117,6.1,3.7,9
Benton County,Oregon,41003,6.1,4.3,8.3
Frio County,Texas,48163,6.1,3.5,9.2
Dane County,Wisconsin,55025,6.1,4.7,7.7
Albany County,Wyoming,56001,6.1,4.6,8
Stewart County,Georgia,13259,6.2,3.7,9.3
Pulaski County,Missouri,29169,6.2,4,9.2
La Salle County,Texas,48283,6.2,3.5,9.4
Douglas County,Colorado,08035,6.3,4.9,7.8
Reeves County,Texas,48389,6.4,4,9.9
Cache County,Utah,49005,6.4,5,8
Summit County,Utah,49043,6.4,4.5,8.6
Eagle County,Colorado,08037,6.5,4.3,9.3
Dallas County,Iowa,19049,6.5,4.8,8.6
Lexington City,Virginia,51678,6.5,4,9.4
Childress County,Texas,48075,6.6,3.9,9.9
Fairfax County,Virginia,51059,6.6,5.4,7.8
Alexandria City,Virginia,51510,6.6,4.9,8.8
Charlottesville City,Virginia,51540,6.6,4.1,10
Coconino County,Arizona,04005,6.7,5.5,8.2
Crowley County,Colorado,08025,6.7,4,10.1
Latah County,Idaho,16057,6.7,4.8,9.1
Garza County,Texas,48169,6.7,4.1,10.3
Midland County,Texas,48329,6.7,4.1,9.9
Harrisonburg City,Virginia,51660,6.7,4.3,9.9
Johnson County,Iowa,19103,6.8,5.2,8.5
Story County,Iowa,19169,6.8,5,9.1
Hampshire County,Massachusetts,25015,6.8,5.1,8.9
New York County,New York,36061,6.8,5.8,7.8
Chittenden County,Vermont,50007,6.8,5.6,8.1
Loudoun County,Virginia,51107,6.8,5.2,8.7
La Crosse County,Wisconsin,55063,6.8,4.5,9.4
Kusilvak Census Area,Alaska,02158,6.9,4.1,10.2
El Paso County,Colorado,08041,6.9,5.9,8
Garfield County,Colorado,08045,6.9,4.9,9.7
La Plata County,Colorado,08067,6.9,4.7,9.9
Elmore County,Idaho,16039,6.9,4.5,10.3
Ector County,Texas,48135,6.9,4.4,10.4
Karnes County,Texas,48255,6.9,4.2,10.4
Travis County,Texas,48453,6.9,5.8,8
Willacy County,Texas,48489,6.9,4.2,10.4
Brown County,Illinois,17009,7,4.2,10.6
Mitchell County,Texas,48335,7,4.5,10.5
Mckenzie County,North Dakota,38053,7.1,5,9.4
Wasatch County,Utah,49051,7.1,5.3,9
Whitman County,Washington,53075,7.1,5.6,8.9
Washtenaw County,Michigan,26161,7.2,5.7,8.7
Trousdale County,Tennessee,47169,7.2,4.5,10.8
Bee County,Texas,48025,7.2,4.1,11.4
Kleberg County,Texas,48273,7.2,4.3,10.8
Denali Borough,Alaska,02068,7.3,4.5,10.9
Onslow County,North Carolina,37133,7.3,5.1,9.9
Multnomah County,Oregon,41051,7.3,6.1,8.6
Andrews County,Texas,48003,7.3,4.5,10.5
Coryell County,Texas,48099,7.3,4.6,10.5
San Juan County,Washington,53055,7.3,4.8,9.9
Fairbanks North Star Borough,Alaska,02090,7.4,6.1,8.8
Juneau City and Borough,Alaska,02110,7.4,5.5,9.5
Alameda County,California,06001,7.4,5.8,9.1
Dawson County,Texas,48115,7.4,4.4,11
Jones County,Texas,48253,7.4,4.5,11.1
Broomfield County,Colorado,08014,7.5,5,10.2
Teton County,Idaho,16081,7.5,4.7,10.8
Middlesex County,Massachusetts,25017,7.5,6.5,8.5
Clay County,Minnesota,27027,7.5,5.4,9.9
Boone County,Missouri,29019,7.5,5.5,9.9
Tompkins County,New York,36109,7.5,5.6,9.6
Durham County,North Carolina,37063,7.5,5.2,10.1
Hudspeth County,Texas,48229,7.5,4.6,11.5
Madison County,Texas,48313,7.5,4.6,10.8
Stafford County,Virginia,51179,7.5,5.2,9.9
Marathon County,Wisconsin,55073,7.5,5.3,10.2
Gunnison County,Colorado,08051,7.6,4.9,11
Morgan County,Colorado,08087,7.6,5.1,11
District Of Columbia,District of Columbia,11001,7.6,6.9,8.3
Douglas County,Kansas,20045,7.6,6.2,9.1
Geary County,Kansas,20061,7.6,5.7,9.9
Hennepin County,Minnesota,27053,7.6,6.9,8.5
Washoe County,Nevada,32031,7.6,6.5,8.9
Union County,Pennsylvania,42119,7.6,4.6,11.8
Brookings County,South Dakota,46011,7.6,6.1,9.2
Clay County,South Dakota,46027,7.6,5,11
Gaines County,Texas,48165,7.6,4.6,11.2
Val Verde County,Texas,48465,7.6,4.4,11.5
Windham County,Vermont,50025,7.6,5.9,9.5
King County,Washington,53033,7.6,6.8,8.4
Lassen County,California,06035,7.7,4.9,11.3
Leon County,Florida,12073,7.7,6,9.8
Kandiyohi County,Minnesota,27067,7.7,5.7,10.2
Yazoo County,Mississippi,28163,7.7,5.1,11.3
Adair County,Missouri,29001,7.7,5,11.2
Holmes County,Ohio,39075,7.7,5,11.5
Hood River County,Oregon,41027,7.7,4.6,11.7
Chester County,Pennsylvania,42029,7.7,5.6,10.3
Maverick County,Texas,48323,7.7,4.6,11.7
Pecos County,Texas,48371,7.7,4.9,11.4
Reagan County,Texas,48383,7.7,4.9,12.1
Placer County,California,06061,7.8,5.5,10.7
Arapahoe County,Colorado,08005,7.8,6.6,9.3
Routt County,Colorado,08107,7.8,5.1,11.3
Clarke County,Georgia,13059,7.8,5.7,10.2
Jefferson County,Idaho,16051,7.8,5.2,10.9
Champaign County,Illinois,17019,7.8,5.2,10.8
Suffolk County,Massachusetts,25025,7.8,6.5,9.2
Emmet County,Michigan,26047,7.8,5.2,11.1
Rice County,Minnesota,27131,7.8,5.7,10
Wright County,Minnesota,27171,7.8,5.9,10.2
Flathead County,Montana,30029,7.8,6,9.9
Elko County,Nevada,32007,7.8,5.3,10.6
Cass County,North Dakota,38017,7.8,6.6,9.1
Winkler County,Texas,48495,7.8,4.8,12.6
Morgan County,Utah,49029,7.8,5.1,11
Fredericksburg City,Virginia,51630,7.8,5.2,10.9
Campbell County,Wyoming,56005,7.8,5.9,10
Bethel Census Area,Alaska,02050,7.9,5.3,11.3
San Diego County,California,06073,7.9,6.8,9.2
Winneshiek County,Iowa,19191,7.9,5.6,10.9
Ellis County,Kansas,20051,7.9,5.7,10.5
Blue Earth County,Minnesota,27013,7.9,6,10.6
Santa Fe County,New Mexico,35049,7.9,6.3,9.6
