Obesity; 45-64 (Age); Adults Aged 20+ Years; Percentage; U.S. Counties; 2012
Data downloaded on 24-October-2023
County,State,CountyFIPS,Percentage,Lower Limit, Upper Limit
Cumberland County,Illinois,17035,14.4,9.6,20.1
Gallatin County,Illinois,17059,14.4,9.6,20.8
Shelby County,Illinois,17173,14.4,9.1,20.9
Hamilton County,Illinois,17065,14.5,9.2,20.5
Mason County,Illinois,17125,14.5,9.2,20.8
Washington County,Illinois,17189,14.5,9.4,21.1
Whiteside County,Illinois,17195,14.5,9.4,21.1
Carroll County,Illinois,17015,14.6,9.2,21.6
Cass County,Illinois,17017,14.6,9.4,21.7
Menard County,Illinois,17129,14.6,9.1,21.2
Schuyler County,Illinois,17169,14.6,9.6,21.4
Scott County,Illinois,17171,14.6,9.5,20.6
Wabash County,Illinois,17185,14.6,9.7,22.1
Bond County,Illinois,17005,14.7,9.1,21.5
Edwards County,Illinois,17047,14.7,9.4,21.6
Greene County,Illinois,17061,14.7,9.6,21.1
Montgomery County,Illinois,17135,14.7,9.9,20.6
Clark County,Illinois,17023,14.8,10,21
Clay County,Illinois,17025,14.8,10.2,20.8
Edgar County,Illinois,17045,14.8,9.6,21.5
Hardin County,Illinois,17069,14.8,9.4,21.9
Jasper County,Illinois,17079,14.8,9.8,21.6
Lee County,Illinois,17103,14.8,9.3,22
Morgan County,Illinois,17137,14.8,9.5,21.6
Moultrie County,Illinois,17139,14.8,9.2,21
Ogle County,Illinois,17141,14.8,9,22
Randolph County,Illinois,17157,14.8,9.9,21.3
Wayne County,Illinois,17191,14.8,9.7,21.7
Calhoun County,Illinois,17013,14.9,9.7,22
De Witt County,Illinois,17039,14.9,9.8,22
Fayette County,Illinois,17051,14.9,9.6,22.8
Henderson County,Illinois,17071,14.9,9.6,21.4
Henry County,Illinois,17073,14.9,9.4,21.5
Johnson County,Illinois,17087,14.9,9.5,22.2
Logan County,Illinois,17107,14.9,10.2,21
Mcdonough County,Illinois,17109,14.9,9.6,21.1
Marshall County,Illinois,17123,14.9,9.4,21.8
Massac County,Illinois,17127,14.9,9.7,22.3
Perry County,Illinois,17145,14.9,9.3,22.5
Putnam County,Illinois,17155,14.9,9.3,22
Richland County,Illinois,17159,14.9,9.5,22.2
Stephenson County,Illinois,17177,14.9,10.3,21.8
Union County,Illinois,17181,14.9,9.2,20.6
Brown County,Illinois,17009,15,9.7,21
Clinton County,Illinois,17027,15,10,21.1
Pike County,Illinois,17149,15,9.6,22.8
Stark County,Illinois,17175,15,9.4,22.8
Warren County,Illinois,17187,15,9.7,22
White County,Illinois,17193,15,10.1,22.2
Bureau County,Illinois,17011,15.1,10,21.5
Crawford County,Illinois,17033,15.1,10.2,21.5
Hancock County,Illinois,17067,15.1,10.1,22.6
Jackson County,Illinois,17077,15.1,10,22.1
Jefferson County,Illinois,17081,15.1,9.7,22.5
Kankakee County,Illinois,17091,15.1,9.6,21.7
Macoupin County,Illinois,17117,15.1,9.3,21.9
Monroe County,Illinois,17133,15.1,9.6,21.4
Pope County,Illinois,17151,15.1,9.4,21.7
Vermilion County,Illinois,17183,15.1,10.1,21.9
Boone County,Illinois,17007,15.2,9.9,21.9
Christian County,Illinois,17021,15.2,9.8,21.8
Coles County,Illinois,17029,15.2,9.9,21.5
Iroquois County,Illinois,17075,15.2,10,21.4
Lawrence County,Illinois,17101,15.2,9.2,22.4
Mercer County,Illinois,17131,15.2,9.6,22.4
Piatt County,Illinois,17147,15.2,9.7,21.6
Ford County,Illinois,17053,15.3,10,21.5
Franklin County,Illinois,17055,15.3,10.3,21.5
Jersey County,Illinois,17083,15.3,10,21.1
Knox County,Illinois,17095,15.3,9.9,22.3
Woodford County,Illinois,17203,15.3,10,21.8
Effingham County,Illinois,17049,15.4,9.5,21.9
Jo Daviess County,Illinois,17085,15.4,10,22.4
Livingston County,Illinois,17105,15.4,10.2,21.8
Saline County,Illinois,17165,15.4,10,22
Dawson County,Georgia,13085,15.5,9.7,22.8
Alexander County,Illinois,17003,15.5,10.1,22.5
Douglas County,Illinois,17041,15.5,10,22.2
Grundy County,Illinois,17063,15.5,10.3,22.5
Kendall County,Illinois,17093,15.6,10.4,22.9
Sangamon County,Illinois,17167,15.6,10.6,22.6
Towns County,Georgia,13281,15.7,10,23.6
Pulaski County,Illinois,17153,15.7,10.3,22
Banks County,Georgia,13011,15.8,10.7,23.1
Charlton County,Georgia,13049,15.8,10.8,23.6
Glascock County,Georgia,13125,15.8,10.1,22.2
Union County,Georgia,13291,15.8,10,23
Bryan County,Georgia,13029,15.9,10.2,23.3
Oconee County,Georgia,13219,15.9,10.4,23.2
Dekalb County,Illinois,17037,15.9,10.7,23.2
Kane County,Illinois,17089,15.9,10.5,22.6
Williamson County,Illinois,17199,15.9,10.1,22.7
Logan County,Colorado,08075,16,13.1,19.4
Brantley County,Georgia,13025,16,10.5,23.4
Echols County,Georgia,13101,16,10.4,22.5
Heard County,Georgia,13149,16,10.5,22.5
Rock Island County,Illinois,17161,16,10.3,23
Tazewell County,Illinois,17179,16,11,22
